Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7753,Sniper Elite,PS2,Shooter,Ubisoft,100000,70000,0,20000,190000
7754,Arc Rise Fantasia,Wii,Role-Playing,Marvelous Interactive,130000,0,60000,10000,190000
7755,"Ni Hao, Kai-lan: Super Game Day",Wii,Misc,Take-Two Interactive,180000,0,0,10000,190000
7756,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,DS,Action,Sega,0,0,190000,0,190000
7757,Dynasty Warriors: Gundam 2,X360,Action,Namco Bandai Games,70000,30000,80000,10000,190000
7758,Petz Pony: Beauty Pageant,DS,Simulation,Ubisoft,180000,0,0,10000,190000
7759,Parlor! Mini 4,SNES,Misc,Nippon Telenet,0,0,190000,0,190000
7760,Breath of Fire II,GBA,Role-Playing,Ubisoft,140000,50000,0,0,190000
7761,The Spiderwick Chronicles,Wii,Action,Vivendi Games,170000,10000,0,10000,190000
7762,Danganronpa 2: Goodbye Despair,PSP,Misc,Spike,0,0,190000,0,190000
7763,Aliens vs Predator,PC,Shooter,Sega,0,170000,0,20000,190000
7764,Ice Age 2: The Meltdown,GC,Platform,Vivendi Games,150000,40000,0,10000,190000
7765,Steins;Gate,PSP,Adventure,Kadokawa Shoten,0,0,190000,0,190000
7766,Enchanted Arms,X360,Role-Playing,Ubisoft,160000,20000,0,20000,190000
7767,Dinotopia: The Timestone Pirates,GBA,Action,TDK Core,140000,50000,0,0,190000
7768,Power Pro Kun Pocket 12,DS,Sports,Konami Digital Entertainment,0,0,190000,0,190000
7769,J-League Jikkyou Winning Eleven 3,PS,Sports,Konami Digital Entertainment,0,0,180000,10000,190000
7770,The Sims 4: Get Together,PC,Simulation,Electronic Arts,50000,130000,0,10000,190000
7771,Jissen Pachi-Slot Hisshouhou,SNES,Misc,Sammy Corporation,0,0,190000,0,190000
7772,Pac-Man & Galaga Dimensions,3DS,Misc,Namco Bandai Games,100000,40000,40000,10000,190000
7773,Quantum Theory,PS3,Shooter,Tecmo Koei,50000,90000,20000,30000,190000
7774,Manhunt,XB,Action,Take-Two Interactive,140000,40000,0,10000,190000
7775,NCAA Final Four 2003,PS2,Sports,Sony Computer Entertainment,90000,70000,0,20000,190000
7776,Air Conflicts: Secret Wars,PS3,Simulation,bitComposer Games,100000,60000,0,30000,190000
7777,Rio,Wii,Misc,THQ,140000,40000,0,10000,190000
7778,Dream Salon,DS,Misc,Zoo Digital Publishing,180000,0,0,10000,190000
7779,Scene It? Twilight,DS,Misc,Konami Digital Entertainment,110000,70000,0,20000,190000
7780,Disgaea DS,DS,Role-Playing,Square Enix,110000,20000,50000,10000,190000
7781,Peter Jackson's King Kong: The Official Game of the Movie,PSP,Action,Ubisoft,160000,10000,0,20000,190000
7782,Space Invaders Extreme 2,DS,Shooter,Square Enix,170000,10000,0,10000,190000
7783,X-Men Origins: Wolverine,PSP,Action,Activision,130000,30000,0,30000,190000
7784,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,3DS,Action,Capcom,0,0,190000,0,190000
7785,Mystery Tales of Time Travel,DS,Puzzle,Foreign Media Games,10000,160000,0,20000,190000
7786,J-League Excite Stage '96,SNES,Sports,Epoch,0,0,190000,0,190000
7787,Risen,X360,Role-Playing,Deep Silver,70000,110000,0,10000,190000
7788,Hidden Mysteries: Vampire Secrets,DS,Adventure,Astragon,60000,110000,0,20000,190000
7789,New Love Plus,3DS,Simulation,Konami Digital Entertainment,0,0,190000,0,190000
7790,Final Fantasy XI,X360,Role-Playing,Square Enix,170000,10000,0,10000,190000
7791,Breath of Fire: Dragon Quarter,PS2,Role-Playing,Capcom,90000,70000,0,20000,190000
7792,Jikkyou J-League Perfect Striker,N64,Sports,Konami Digital Entertainment,0,0,190000,0,190000
7793,Dante's Inferno,PSP,Action,Electronic Arts,120000,30000,10000,30000,190000
7794,Shrek: Forever After,PS3,Platform,Activision,160000,20000,0,20000,190000
7795,Rock Band Country Track Pack,PS3,Misc,MTV Games,180000,0,0,10000,190000
7796,Super Robot Taisen: Scramble Commander,PS2,Strategy,Banpresto,0,0,190000,0,190000
7797,Re-Volt,PS,Racing,Acclaim Entertainment,110000,70000,0,10000,190000
7798,Conception II: Children of the Seven Stars,PSV,Role-Playing,Screenlife,130000,0,40000,20000,190000
7799,Descent,PS,Shooter,Interplay,110000,70000,0,10000,190000
7800,Supreme Commander 2,PC,Strategy,Square Enix,0,150000,0,40000,190000
7801,DanceMasters,X360,Misc,Konami Digital Entertainment,150000,20000,20000,10000,190000
7802,50 Cent: Blood on the Sand,PS3,Shooter,THQ,100000,60000,10000,30000,190000
7803,Disney's Magical Mirror Starring Mickey Mouse,GC,Adventure,Nintendo,150000,40000,0,10000,190000
7804,Need for Speed: The Run,3DS,Action,Electronic Arts,90000,90000,0,20000,190000
7805,Jeep Thrills,Wii,Racing,Zoo Digital Publishing,180000,0,0,10000,190000
7806,Conflict: Denied Ops,PS3,Shooter,Eidos Interactive,50000,100000,0,30000,190000
7807,FaceBreaker,X360,Fighting,Electronic Arts,150000,20000,0,20000,190000
7808,Major League Baseball 2K12,PS3,Sports,Take-Two Interactive,180000,0,0,10000,190000
7809,Might & Magic: Clash of Heroes,DS,Role-Playing,Ubisoft,160000,20000,0,10000,190000
7810,Avatar: The Last Airbender - Into the Inferno,Wii,Adventure,THQ,170000,10000,0,10000,190000
7811,IHRA Professional Drag Racing 2005,PS2,Racing,Bethesda Softworks,90000,70000,0,20000,190000
7812,Mace Griffin: Bounty Hunter,PS2,Shooter,Electronic Arts,90000,70000,0,20000,190000
7813,Legacy of Kain: Defiance,XB,Action,Eidos Interactive,140000,40000,0,10000,190000
7814,Story of Seasons: Good Friends of the Three Villages,3DS,Simulation,Marvelous Interactive,0,0,190000,0,190000
7815,Chaotic: Shadow Warriors,Wii,Action,Activision,180000,0,0,10000,190000
7816,Majin and the Forsaken Kingdom,X360,Adventure,Namco Bandai Games,140000,30000,0,10000,190000
7817,Trivial Pursuit unhinged,PS2,Misc,Atari,90000,70000,0,20000,190000
7818,Tales of the World: Narikiri Dungeon 2,GBA,Role-Playing,Namco Bandai Games,0,0,190000,0,190000
7819,Spider-Man: Shattered Dimensions,DS,Action,Activision,170000,10000,0,10000,190000
7820,Aliens versus Predator: Extinction,PS2,Strategy,Electronic Arts,90000,70000,0,20000,190000
7821,Plants vs. Zombies,PS3,Strategy,PopCap Games,180000,0,0,10000,190000
7822,NBA Live 14,XOne,Sports,Electronic Arts,160000,20000,0,10000,190000
7823,Silent Scope 2: Dark Silhouette,PS2,Shooter,Konami Digital Entertainment,90000,70000,0,20000,190000
7824,Dave Mirra Freestyle BMX 2,GBA,Sports,Acclaim Entertainment,140000,50000,0,0,190000
7825,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,Sports,Konami Digital Entertainment,0,0,190000,0,190000
7826,Tokimeki Memorial Girl's Side 3rd Story,DS,Adventure,Konami Digital Entertainment,0,0,190000,0,190000
7827,NHL Hitz Pro,PS2,Sports,Midway Games,90000,70000,0,20000,190000
7828,Tom Clancy's Splinter Cell: Blacklist,PC,Action,Ubisoft,40000,130000,0,30000,190000
7829,Allied General,PS,Strategy,SSI,110000,70000,0,10000,190000
7830,Fire ProWrestling G,PS,Fighting,Human Entertainment,0,0,180000,10000,190000
7831,Kamen Rider: Battride War,PS3,Action,Namco Bandai Games,0,0,190000,0,190000
7832,Binary Domain,X360,Action,Sega,90000,70000,20000,20000,190000
7833,IL-2 Sturmovik: Birds of Prey,PSP,Simulation,505 Games,80000,70000,0,40000,190000
7834,Farming Simulator 2015,XOne,Simulation,Koch Media,100000,70000,0,20000,190000
7835,Armored Core: For Answer,PS3,Simulation,Ubisoft,60000,20000,100000,10000,190000
7836,Mahjong: Journey Quest for Tikal,DS,Puzzle,Rondomedia,150000,30000,0,10000,190000
7837,uDraw Studio: Instant Artist,Wii,Misc,THQ,80000,90000,0,20000,190000
7838,Naruto: Ninja Destiny,DS,Fighting,Namco Bandai Games,20000,10000,160000,0,190000
7839,GunGriffon,SAT,Simulation,Sega,0,0,190000,0,190000
7840,SingStar Pop Vol.2,PS2,Misc,Sony Computer Entertainment,90000,70000,0,20000,190000
7841,SNK Arcade Classics Vol. 1,PS2,Misc,Ignition Entertainment,90000,70000,0,20000,190000
7842,Darkstalkers 3,PS,Fighting,Capcom,110000,70000,0,10000,190000
7843,SpongeBob's Surf & Skate Roadtrip,X360,Action,THQ,150000,30000,0,10000,190000
7844,Frequency,PS2,Misc,Sony Computer Entertainment,90000,70000,0,20000,190000
7845,Death Jr.,PSP,Platform,Konami Digital Entertainment,170000,0,0,10000,190000
7846,Cars: Race-O-Rama,PS3,Racing,THQ,140000,30000,0,20000,190000
7847,Inazuma Eleven Strikers 2012 Xtreme,Wii,Role-Playing,Level 5,0,0,190000,0,190000
7848,The Polar Express,GBA,Adventure,THQ,140000,50000,0,0,190000
7849,2002 FIFA World Cup,XB,Sports,Electronic Arts,140000,40000,0,10000,190000
7850,Kan Colle Kai,PSV,Action,Kadokawa Games,0,0,190000,0,190000
7851,SpongeBob SquigglePants 3D,3DS,Misc,THQ,130000,50000,0,20000,190000
7852,Jampack: Summer 2003 (RP-T),PS2,Misc,Sony Computer Entertainment,90000,70000,0,20000,190000
7853,Need for Speed: Shift 2 Unleashed,PC,Racing,Electronic Arts,50000,110000,0,30000,190000
7854,Monster 4x4: Stunt Racer,Wii,Racing,Ubisoft,180000,0,0,10000,190000
7855,Frogger's Adventures 2: The Lost Wand,GBA,Adventure,Konami Digital Entertainment,140000,50000,0,0,190000
7856,Sudeki,XB,Role-Playing,Microsoft Game Studios,140000,40000,0,10000,190000
7857,Rango: The Video Game,PS3,Action,Electronic Arts,70000,90000,0,40000,190000
7858,The Amazing Spider-Man (Console Version),3DS,Action,Activision,150000,30000,0,10000,190000
7859,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",PSP,Adventure,Sony Computer Entertainment,0,0,190000,0,190000
7860,Hyperdevotion Noire: Goddess Black Heart,PSV,Role-Playing,Idea Factory,80000,20000,60000,30000,190000
7861,Hexen,N64,Shooter,GT Interactive,150000,40000,0,0,190000
7862,Mace: The Dark Age,N64,Fighting,GT Interactive,150000,40000,0,0,190000
7863,AeroFighters Assault,N64,Action,Video System,150000,40000,0,0,190000
7864,Puyo Puyo Sun 64,N64,Puzzle,Compile,0,0,160000,30000,190000
7865,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,Sports,Imagineer,0,0,190000,0,190000
7866,Quake,N64,Shooter,GT Interactive,150000,40000,0,0,190000
7867,Sesame Street: Elmo's Number Journey,N64,Misc,NewKidCo,150000,40000,0,0,190000
7868,Disney Magic World 2,3DS,Action,Nintendo,0,0,190000,0,190000
7869,Squeeballs Party,Wii,Puzzle,Performance Designed Products,180000,0,0,10000,190000
7870,Tottadoo! Yoiko no Mujintou Seikatsu,DS,Adventure,Namco Bandai Games,0,0,190000,0,190000
7871,Where's Waldo? The Fantastic Journey,Wii,Adventure,Ubisoft,180000,0,0,10000,190000
7872,Family Game Night 4: The Game Show,Wii,Misc,Electronic Arts,130000,40000,0,10000,190000
7873,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,Action,Konami Digital Entertainment,150000,40000,0,10000,190000
7874,Saints Row IV,PC,Action,Deep Silver,110000,60000,0,20000,190000
7875,Fighter Within,XOne,Fighting,Ubisoft,110000,70000,0,20000,190000
7876,Barbie Horse Adventures: Riding Camp,PS2,Sports,Activision,90000,70000,0,20000,190000
7877,SSX Tricky,GBA,Sports,Electronic Arts,140000,50000,0,0,190000
7878,Kenka Banchou 4: Ichinen Sensou,PSP,Action,Spike,0,0,190000,0,190000
7879,Warhammer: Shadow of the Horned Rat,PS,Strategy,Mindscape,110000,70000,0,10000,190000
7880,Shadows of the Damned,X360,Action,Electronic Arts,100000,60000,10000,20000,190000
7881,NBA 2K11,PC,Action,Take-Two Interactive,180000,0,0,10000,190000
7882,Pro Yakyuu Team o Tsukurou!,DS,Sports,Sega,0,0,190000,0,190000
7883,Warriors: Legends of Troy,PS3,Action,Tecmo Koei,60000,50000,70000,20000,190000
7884,Jeopardy!,DS,Misc,THQ,180000,0,0,10000,190000
7885,ESPN International Track & Field,PS2,Sports,Konami Digital Entertainment,90000,70000,0,20000,190000
7886,Lunar Legend,GBA,Role-Playing,Media Rings,140000,50000,0,0,190000
7887,Conflict: Global Terror,PS2,Shooter,Eidos Interactive,90000,70000,0,20000,190000
7888,Valhalla Knights 3,PSV,Role-Playing,Xseed Games,40000,10000,120000,10000,190000
7889,Tamagotchi Party On!,Wii,Misc,Namco Bandai Games,120000,0,60000,10000,190000
7890,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PS2,Misc,D3Publisher,0,0,190000,0,190000
7891,Brunswick Pro Bowling,PS3,Sports,505 Games,100000,60000,0,30000,190000
7892,Shaun White Skateboarding,PS3,Sports,Ubisoft,110000,50000,0,30000,190000
7893,Hulk,GC,Action,Universal Interactive,150000,40000,0,10000,190000
7894,The Heavy Rain and Beyond: Two Souls Collection,PS4,Action,Sony Computer Entertainment,0,160000,0,30000,190000
7895,Cabela's Survival: Shadows of Katmai,PS3,Sports,Activision,110000,50000,0,30000,190000
7896,Shaun White Skateboarding,Wii,Sports,Ubisoft,140000,30000,0,10000,190000
7897,Boogie,PS2,Misc,Electronic Arts,90000,70000,0,20000,190000
7898,Gungrave,PS2,Shooter,Activision,90000,70000,0,20000,190000
7899,Phantasy Star Universe,PS2,Role-Playing,Sega,0,0,190000,0,190000
7900,Transworld Surf,PS2,Sports,Atari,90000,70000,0,20000,190000
7901,God Eater Resurrection,PSV,Action,Namco Bandai Games,0,0,190000,0,190000
7902,Tenchu: Fatal Shadows,PS2,Action,Sega,90000,70000,0,20000,190000
7903,Active Health with Carol Vorderman,DS,Sports,Nintendo,0,180000,0,10000,190000
7904,Escape The Museum,DS,Adventure,Astragon,50000,120000,0,20000,190000
7905,The Legend of Spyro: A New Beginning,GC,Platform,Vivendi Games,150000,40000,0,10000,190000
7906,International Soccer,2600,Sports,Mattel Interactive,180000,10000,0,0,190000
7907,Sing4: The Hits Edition,Wii,Misc,Crave Entertainment,180000,0,0,10000,190000
7908,Jewel Master: Cradle of Athena,DS,Puzzle,Storm City Games,180000,0,0,10000,190000
7909,Princess Maker: Yumemiru Yosei,PS,Strategy,Sony Computer Entertainment,0,0,180000,10000,190000
7910,Pet Zombies,3DS,Simulation,Majesco Entertainment,180000,0,0,10000,190000
7911,Big Air,PS,Sports,Accolade,100000,70000,0,10000,190000
7912,Shining Force II,GEN,Strategy,Sega,0,0,190000,0,190000
7913,Gallop Racer,PS,Sports,Tecmo Koei,0,0,180000,10000,190000
7914,Harry Potter and the Prisoner of Azkaban,XB,Action,Electronic Arts,140000,40000,0,10000,190000
7915,NASCAR Unleashed,3DS,Racing,Activision,180000,0,0,10000,190000
7916,3rd Super Robot Wars Z Jigoku Hen,PSV,Role-Playing,Namco Bandai Games,0,0,190000,0,190000
7917,Sudoku Gridmaster (JP sales),DS,Puzzle,Nintendo,0,0,190000,0,190000
7918,Dynasty Warriors Gundam,X360,Action,Namco Bandai Games,150000,10000,20000,10000,190000
7919,Taiko no Tatsujin: Wii U Version!,WiiU,Misc,Namco Bandai Games,0,0,190000,0,190000
7920,Monsters vs. Aliens,PS2,Action,Activision,110000,0,0,80000,190000
7921,CSI: Fatal Conspiracy,PS3,Adventure,Ubisoft,110000,50000,0,20000,190000
7922,College Slam,PS,Sports,Acclaim Entertainment,100000,70000,0,10000,190000
7923,Arcania: Gothic 4,PC,Role-Playing,JoWood Productions,90000,80000,0,20000,190000
7924,Mushroom Men: The Spore Wars,Wii,Action,SouthPeak Games,170000,10000,0,10000,190000
7925,Zumba Fitness Rush,X360,Sports,505 Games,0,160000,0,20000,190000
7926,Pro Yaky? Spirits 4,PS2,Sports,Konami Digital Entertainment,0,0,190000,0,190000
7927,Pictionary,DS,Puzzle,THQ,100000,70000,0,20000,190000
7928,SoulCalibur Legends,Wii,Action,Namco Bandai Games,160000,10000,0,10000,190000
7929,Daigasso! Band Brothers,DS,Misc,Nintendo,0,0,190000,0,190000
7930,Rise of the Kasai,PS2,Action,Sony Computer Entertainment,90000,70000,0,20000,190000
7931,Thoroughbred Breeder,SNES,Simulation,Hect,0,0,190000,0,190000
7932,F1 2011,PC,Racing,Codemasters,0,150000,0,40000,190000
7933,Momotarou Dentetsu World,DS,Misc,Hudson Soft,0,0,190000,0,190000
7934,Nobunaga no Yabou: Souzou,PS3,Strategy,Tecmo Koei,0,0,190000,0,190000
7935,Doctor Who: Return to Earth,Wii,Adventure,Asylum Entertainment,0,160000,0,20000,190000
7936,The Munchables,Wii,Action,Namco Bandai Games,170000,0,0,10000,190000
7937,We Dance,Wii,Misc,Nordic Games,0,170000,0,20000,190000
7938,Chibi-Robo! Park Patrol,DS,Adventure,Unknown,0,0,190000,0,190000
7939,Bolt,PS3,Adventure,Disney Interactive Studios,120000,50000,0,20000,190000
7940,Singstar: Ultimate Party,PS4,Misc,Sony Computer Entertainment Europe,0,160000,0,30000,190000
7941,Mathews Bowhunting,Wii,Sports,Zoo Games,180000,0,0,10000,190000
7942,3rd Super Robot Wars Z: Tengoku-Hen,PSV,Action,Namco Bandai Games,0,0,190000,0,190000
7943,One Piece: Unlimited Adventure,Wii,Adventure,Namco Bandai Games,70000,0,110000,10000,190000
7944,Remington Super Slam Hunting: North America,Wii,Sports,Mastiff,180000,0,0,10000,190000
7945,Crash & Spyro Superpack,GBA,Platform,Vivendi Games,130000,50000,0,0,190000
7946,Earth Defense Force: Insect Armageddon,X360,Shooter,D3Publisher,100000,50000,30000,10000,190000
7947,Face Training,DS,Misc,Nintendo,0,0,190000,0,190000
7948,Star Trek: Legacy,X360,Simulation,Ubisoft,140000,30000,0,20000,190000
7949,ThunderStrike 2,PS,Simulation,Core Design Ltd.,100000,70000,0,10000,190000
7950,Disney's Meet the Robinsons,Wii,Action,Disney Interactive Studios,170000,0,0,10000,190000
7951,Call of Duty: World at War,PC,Shooter,Activision,20000,130000,0,30000,190000
7952,Pro Yaky? Spirits 2012,PS3,Sports,Konami Digital Entertainment,0,0,190000,0,190000
7953,Kuma-Tomo,3DS,Misc,Namco Bandai Games,0,0,190000,0,190000
7954,Super Real Mahjong P V,SAT,Misc,Seta Corporation,0,0,190000,0,190000
7955,Thomas the Tank Engine & Friends,GBA,Adventure,,130000,50000,0,0,190000
7956,Grand Slam Tennis 2,X360,Sports,Electronic Arts,100000,70000,0,20000,190000
7957,Penguin no Mondai X: Tenkuu no 7 Senshi,DS,Action,Konami Digital Entertainment,0,0,190000,0,190000
7958,The Scorpion King: Sword of Osiris,GBA,Action,Vivendi Games,130000,50000,0,0,190000
7959,Bubsy 3D,PS,Platform,Accolade,100000,70000,0,10000,190000
7960,Reel Fishing Paradise 3D,3DS,Sports,Marvelous Interactive,120000,0,60000,10000,190000
7961,NCAA Final Four 2001,PS2,Sports,Sony Computer Entertainment,90000,70000,0,20000,190000
7962,Farmtopia,DS,Simulation,505 Games,180000,0,0,10000,190000
7963,Robin Hood: Defender of the Crown,PS2,Strategy,Capcom,90000,70000,0,20000,190000
7964,SD Gundam GX,SNES,Strategy,Namco Bandai Games,0,0,190000,0,190000
7965,R-Type Final,PS2,Shooter,Metro 3D,90000,70000,0,20000,190000
7966,Jackie Chan Adventures: Legend of the Dark Hand,GBA,Action,Activision,130000,50000,0,0,190000
7967,MotoGP,Wii,Racing,Capcom,50000,110000,0,20000,190000
7968,Sega GT 2002,XB,Racing,Sega,120000,30000,30000,10000,190000
7969,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,Action,Activision,90000,70000,0,20000,190000
7970,WWE SmackDown vs. Raw 2009,DS,Fighting,THQ,150000,20000,0,10000,190000
7971,Pro Evolution Soccer 2014,3DS,Action,Konami Digital Entertainment,0,0,190000,0,190000
7972,Samurai Warriors 2: Empires,PS2,Action,Tecmo Koei,0,0,190000,0,190000
7973,Blood Omen 2,XB,Action,Eidos Interactive,140000,40000,0,10000,190000
7974,Jurassic: The Hunted,PS3,Shooter,Activision,170000,0,0,20000,190000
7975,J-League Pro Soccer Club o Tsukurou! 5,PS2,Sports,Sega,0,0,190000,0,190000
7976,Harry Potter: Quidditch World Cup,XB,Sports,Electronic Arts,140000,40000,0,10000,190000
7977,Dance Central: Spotlight,XOne,Misc,Microsoft Game Studios,150000,30000,0,0,190000
7978,Little Battlers eXperience W,PSP,Role-Playing,Level 5,0,0,190000,0,190000
7979,Magical Starsign (US sales),DS,Role-Playing,Nintendo,160000,30000,0,0,190000
7980,Tekken Tag Tournament 2,WiiU,Fighting,Namco Bandai Games,90000,70000,10000,10000,190000
7981,Hot Wheels: Battle Force 5,Wii,Racing,Activision,170000,0,0,10000,190000
7982,Dragon Blade: Wrath of Fire,Wii,Action,D3Publisher,170000,0,0,10000,190000
7983,La Pucelle: Tactics,PS2,Role-Playing,Tecmo Koei,90000,70000,0,20000,190000
7984,Phantasy Star Nova,PSV,Role-Playing,Sega,0,0,190000,0,190000
7985,SBK X: Superbike World Championship,X360,Racing,Black Bean Games,100000,70000,0,20000,190000
7986,Samurai Warriors: State of War,PSP,Action,Tecmo Koei,70000,0,110000,10000,190000
7987,Tiger Woods PGA Tour 07,XB,Sports,Electronic Arts,130000,50000,0,10000,190000
7988,Call of Juarez,X360,Shooter,Ubisoft,140000,20000,0,10000,190000
7989,Star Wars: The Clone Wars & Tetris Worlds,XB,Misc,Microsoft Game Studios,140000,40000,0,10000,190000
7990,The Bee Game,DS,Adventure,Midway Games,170000,0,0,10000,190000
7991,EverQuest Online Adventures: Frontiers,PS2,Role-Playing,Sony Online Entertainment,90000,70000,0,20000,190000
7992,Cabela's Survival: Shadows of Katmai,X360,Sports,Activision,140000,30000,0,10000,190000
7993,NBA Ballers: Chosen One,X360,Sports,Midway Games,170000,0,0,10000,190000
7994,WWE All Stars,PSP,Fighting,THQ,120000,40000,0,30000,190000
7995,Treasures of the Deep,PS,Action,Namco Bandai Games,100000,70000,0,10000,190000
7996,Phantasy Star Online Ver. 2,DC,Role-Playing,Sega,0,0,190000,0,190000
